cod_nat_pprm;lib_pprm;lib_bassin_risques;num_risque;lib_risque;cod_commune;lib_commune;lib_commentaire;dat_program_deb;dat_program_fin;dat_montage_deb;dat_montage_fin;dat_prescription;dat_deprescription;dat_concertation_deb;dat_concertation_fin;dat_consultation_deb;dat_consultation_fin;dat_mise_a_enquete_deb;dat_mise_a_enquete_fin;dat_approbation;dat_annulation;dat_annexion_plu;dat_modification;dat_proroga;dat_abrog;etat_revision;dat_maj
54DDT20140032;"";"";293.0;Tassements;54536;Tucquegnieux;"";;;;;2004-11-19 00:00:00;;;;;;;;2010-01-08 00:00:00;;;;;;f;2017-04-27 00:00:00
54DDT20140033;"";"";256.0;Effondrements localisés;54096;Bréhain-la-Ville;"";;;;;2006-02-02 00:00:00;;;;;;;;2009-12-15 00:00:00;;;;;;f;2014-10-14 00:00:00
54DDT20140033;"";"";257.0;Affaissements progressifs;54096;Bréhain-la-Ville;"";;;;;2006-02-02 00:00:00;;;;;;;;2009-12-15 00:00:00;;;;;;f;2014-10-14 00:00:00
54DDT20140033;"";"";293.0;Tassements;54096;Bréhain-la-Ville;"";;;;;2006-02-02 00:00:00;;;;;;;;2009-12-15 00:00:00;;;;;;f;2014-10-14 00:00:00
54DDT20140033;"";"";256.0;Effondrements localisés;54149;Crusnes;"";;;;;2006-02-02 00:00:00;;;;;;;;2009-12-15 00:00:00;;;;;;f;2014-10-14 00:00:00
54DDT20140033;"";"";257.0;Affaissements progressifs;54149;Crusnes;"";;;;;2006-02-02 00:00:00;;;;;;;;2009-12-15 00:00:00;;;;;;f;2014-10-14 00:00:00
54DDT20140033;"";"";293.0;Tassements;54149;Crusnes;"";;;;;2006-02-02 00:00:00;;;;;;;;2009-12-15 00:00:00;;;;;;f;2014-10-14 00:00:00
54DDT20140033;"";"";256.0;Effondrements localisés;54181;Errouville;"";;;;;2006-02-02 00:00:00;;;;;;;;2009-12-15 00:00:00;;;;;;f;2014-10-14 00:00:00
54DDT20140033;"";"";257.0;Affaissements progressifs;54181;Errouville;"";;;;;2006-02-02 00:00:00;;;;;;;;2009-12-15 00:00:00;;;;;;f;2014-10-14 00:00:00
54DDT20140033;"";"";293.0;Tassements;54181;Errouville;"";;;;;2006-02-02 00:00:00;;;;;;;;2009-12-15 00:00:00;;;;;;f;2014-10-14 00:00:00
54DDT20140033;"";"";256.0;Effondrements localisés;54504;Serrouville;"";;;;;2006-02-02 00:00:00;;;;;;;;2009-12-15 00:00:00;;;;;;f;2014-10-14 00:00:00
54DDT20140033;"";"";257.0;Affaissements progressifs;54504;Serrouville;"";;;;;2006-02-02 00:00:00;;;;;;;;2009-12-15 00:00:00;;;;;;f;2014-10-14 00:00:00
54DDT20140033;"";"";293.0;Tassements;54504;Serrouville;"";;;;;2006-02-02 00:00:00;;;;;;;;2009-12-15 00:00:00;;;;;;f;2014-10-14 00:00:00
54DDT20140033;"";"";256.0;Effondrements localisés;54525;Tiercelet;"";;;;;2006-02-02 00:00:00;;;;;;;;2009-12-15 00:00:00;;;;;;f;2014-10-14 00:00:00
54DDT20140033;"";"";257.0;Affaissements progressifs;54525;Tiercelet;"";;;;;2006-02-02 00:00:00;;;;;;;;2009-12-15 00:00:00;;;;;;f;2014-10-14 00:00:00
54DDT20140033;"";"";293.0;Tassements;54525;Tiercelet;"";;;;;2006-02-02 00:00:00;;;;;;;;2009-12-15 00:00:00;;;;;;f;2014-10-14 00:00:00
54DDT20140034;"";"";256.0;Effondrements localisés;54084;Mont-Bonvillers;"";;;;;2003-07-31 00:00:00;;;;;;;;2010-04-20 00:00:00;;;;;;f;
54DDT20140034;"";"";257.0;Affaissements progressifs;54084;Mont-Bonvillers;"";;;;;2003-07-31 00:00:00;;;;;;;;2010-04-20 00:00:00;;;;;;f;
54DDT20140034;"";"";293.0;Tassements;54084;Mont-Bonvillers;"";;;;;2003-07-31 00:00:00;;;;;;;;2010-04-20 00:00:00;;;;;;f;
54DDT20140034;"";"";256.0;Effondrements localisés;54295;Landres;"";;;;;2003-07-31 00:00:00;;;;;;;;2010-04-20 00:00:00;;;;;;f;
54DDT20140034;"";"";257.0;Affaissements progressifs;54295;Landres;"";;;;;2003-07-31 00:00:00;;;;;;;;2010-04-20 00:00:00;;;;;;f;
54DDT20140034;"";"";293.0;Tassements;54295;Landres;"";;;;;2003-07-31 00:00:00;;;;;;;;2010-04-20 00:00:00;;;;;;f;
54DDT20140034;"";"";256.0;Effondrements localisés;54425;Piennes;"";;;;;2003-07-31 00:00:00;;;;;;;;2010-04-20 00:00:00;;;;;;f;
54DDT20140034;"";"";257.0;Affaissements progressifs;54425;Piennes;"";;;;;2003-07-31 00:00:00;;;;;;;;2010-04-20 00:00:00;;;;;;f;
54DDT20140034;"";"";293.0;Tassements;54425;Piennes;"";;;;;2003-07-31 00:00:00;;;;;;;;2010-04-20 00:00:00;;;;;;f;
54DDT20140036;"";"";256.0;Effondrements localisés;54169;Domprix;"";;;;;2008-01-24 00:00:00;;;;;;;;2011-09-16 00:00:00;;;;;;f;
54DDT20140036;"";"";257.0;Affaissements progressifs;54169;Domprix;"";;;;;2008-01-24 00:00:00;;;;;;;;2011-09-16 00:00:00;;;;;;f;
54DDT20140036;"";"";293.0;Tassements;54169;Domprix;"";;;;;2008-01-24 00:00:00;;;;;;;;2011-09-16 00:00:00;;;;;;f;
54DDT20140037;"";"";256.0;Effondrements localisés;54568;Ville-au-Montois;"";;;;;2008-01-24 00:00:00;;;;;;2011-11-03 00:00:00;2011-12-03 00:00:00;2012-02-28 00:00:00;;;;;;f;
54DDT20140037;"";"";257.0;Affaissements progressifs;54568;Ville-au-Montois;"";;;;;2008-01-24 00:00:00;;;;;;2011-11-03 00:00:00;2011-12-03 00:00:00;2012-02-28 00:00:00;;;;;;f;
54DDT20140037;"";"";293.0;Tassements;54568;Ville-au-Montois;"";;;;;2008-01-24 00:00:00;;;;;;2011-11-03 00:00:00;2011-12-03 00:00:00;2012-02-28 00:00:00;;;;;;f;
54DDT20140038;"";"";256.0;Effondrements localisés;54138;Cosnes-et-Romain;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";257.0;Affaissements progressifs;54138;Cosnes-et-Romain;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";293.0;Tassements;54138;Cosnes-et-Romain;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";256.0;Effondrements localisés;54254;Haucourt-Moulaine;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";257.0;Affaissements progressifs;54254;Haucourt-Moulaine;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";293.0;Tassements;54254;Haucourt-Moulaine;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";256.0;Effondrements localisés;54261;Herserange;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";257.0;Affaissements progressifs;54261;Herserange;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";293.0;Tassements;54261;Herserange;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";256.0;Effondrements localisés;54314;Lexy;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";257.0;Affaissements progressifs;54314;Lexy;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";293.0;Tassements;54314;Lexy;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";256.0;Effondrements localisés;54321;Longlaville;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";257.0;Affaissements progressifs;54321;Longlaville;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";293.0;Tassements;54321;Longlaville;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";256.0;Effondrements localisés;54323;Longwy;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";257.0;Affaissements progressifs;54323;Longwy;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";293.0;Tassements;54323;Longwy;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";256.0;Effondrements localisés;54367;Mexy;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";257.0;Affaissements progressifs;54367;Mexy;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";293.0;Tassements;54367;Mexy;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";256.0;Effondrements localisés;54382;Mont-Saint-Martin;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";257.0;Affaissements progressifs;54382;Mont-Saint-Martin;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";293.0;Tassements;54382;Mont-Saint-Martin;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";256.0;Effondrements localisés;54451;Réhon;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";257.0;Affaissements progressifs;54451;Réhon;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";293.0;Tassements;54451;Réhon;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";256.0;Effondrements localisés;54493;Saulnes;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";257.0;Affaissements progressifs;54493;Saulnes;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140038;"";"";293.0;Tassements;54493;Saulnes;"";;;;;2008-01-10 00:00:00;;;;;;;;2012-01-24 00:00:00;;;;;;f;
54DDT20140041;"";Miniers;256.0;Effondrements localisés;54028;Auboué;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;257.0;Affaissements progressifs;54028;Auboué;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;293.0;Tassements;54028;Auboué;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;256.0;Effondrements localisés;54099;Briey;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;257.0;Affaissements progressifs;54099;Briey;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;293.0;Tassements;54099;Briey;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;256.0;Effondrements localisés;54263;Homécourt;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;257.0;Affaissements progressifs;54263;Homécourt;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;293.0;Tassements;54263;Homécourt;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;256.0;Effondrements localisés;54280;Joeuf;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;257.0;Affaissements progressifs;54280;Joeuf;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;293.0;Tassements;54280;Joeuf;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;256.0;Effondrements localisés;54371;Moineville;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;257.0;Affaissements progressifs;54371;Moineville;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;293.0;Tassements;54371;Moineville;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;256.0;Effondrements localisés;54391;Moutiers;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;257.0;Affaissements progressifs;54391;Moutiers;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;293.0;Tassements;54391;Moutiers;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;256.0;Effondrements localisés;54542;Valleroy;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;257.0;Affaissements progressifs;54542;Valleroy;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140041;"";Miniers;293.0;Tassements;54542;Valleroy;"";;;;;2014-03-12 00:00:00;;;;;;;;2016-08-23 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140045;"";Miniers;256.0;Effondrements localisés;54096;Bréhain-la-Ville;"";;;;;2014-08-07 00:00:00;;;;;;;;2015-05-21 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140045;"";Miniers;257.0;Affaissements progressifs;54096;Bréhain-la-Ville;"";;;;;2014-08-07 00:00:00;;;;;;;;2015-05-21 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140045;"";Miniers;293.0;Tassements;54096;Bréhain-la-Ville;"";;;;;2014-08-07 00:00:00;;;;;;;;2015-05-21 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140045;"";Miniers;256.0;Effondrements localisés;54181;Errouville;"";;;;;2014-08-07 00:00:00;;;;;;;;2015-05-21 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140045;"";Miniers;257.0;Affaissements progressifs;54181;Errouville;"";;;;;2014-08-07 00:00:00;;;;;;;;2015-05-21 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140045;"";Miniers;293.0;Tassements;54181;Errouville;"";;;;;2014-08-07 00:00:00;;;;;;;;2015-05-21 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140045;"";Miniers;256.0;Effondrements localisés;54504;Serrouville;"";;;;;2014-08-07 00:00:00;;;;;;;;2015-05-21 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140045;"";Miniers;257.0;Affaissements progressifs;54504;Serrouville;"";;;;;2014-08-07 00:00:00;;;;;;;;2015-05-21 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140045;"";Miniers;293.0;Tassements;54504;Serrouville;"";;;;;2014-08-07 00:00:00;;;;;;;;2015-05-21 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140045;"";Miniers;256.0;Effondrements localisés;54525;Tiercelet;"";;;;;2014-08-07 00:00:00;;;;;;;;2015-05-21 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140045;"";Miniers;257.0;Affaissements progressifs;54525;Tiercelet;"";;;;;2014-08-07 00:00:00;;;;;;;;2015-05-21 00:00:00;;;;;;t;2017-04-27 00:00:00
54DDT20140045;"";Miniers;293.0;Tassements;54525;Tiercelet;"";;;;;2014-08-07 00:00:00;;;;;;;;2015-05-21 00:00:00;;;;;;t;2017-04-27 00:00:00
55DDT20130002;"";Bassin Ferrifère;256.0;Effondrements localisés;55063;Bouligny;"";;;;;2006-05-09 00:00:00;;;;;;2009-03-04 00:00:00;2009-04-04 00:00:00;2009-12-22 00:00:00;;;;;;f;2014-03-17 00:00:00
55DDT20130002;"";Bassin Ferrifère;257.0;Affaissements progressifs;55063;Bouligny;"";;;;;2006-05-09 00:00:00;;;;;;2009-03-04 00:00:00;2009-04-04 00:00:00;2009-12-22 00:00:00;;;;;;f;2014-03-17 00:00:00
55DDT20130002;"";Bassin Ferrifère;288.0;Glissements ou mouvements de pente;55063;Bouligny;"";;;;;2006-05-09 00:00:00;;;;;;2009-03-04 00:00:00;2009-04-04 00:00:00;2009-12-22 00:00:00;;;;;;f;2014-03-17 00:00:00
55DDT20130002;"";Bassin Ferrifère;256.0;Effondrements localisés;55158;Dommary-Baroncourt;"";;;;;2006-05-09 00:00:00;;;;;;2009-03-04 00:00:00;2009-04-04 00:00:00;2009-12-22 00:00:00;;;;;;f;2014-03-17 00:00:00
55DDT20130002;"";Bassin Ferrifère;257.0;Affaissements progressifs;55158;Dommary-Baroncourt;"";;;;;2006-05-09 00:00:00;;;;;;2009-03-04 00:00:00;2009-04-04 00:00:00;2009-12-22 00:00:00;;;;;;f;2014-03-17 00:00:00
55DDT20130002;"";Bassin Ferrifère;288.0;Glissements ou mouvements de pente;55158;Dommary-Baroncourt;"";;;;;2006-05-09 00:00:00;;;;;;2009-03-04 00:00:00;2009-04-04 00:00:00;2009-12-22 00:00:00;;;;;;f;2014-03-17 00:00:00
55DDT20130002;"";Bassin Ferrifère;256.0;Effondrements localisés;55182;Éton;"";;;;;2006-05-09 00:00:00;;;;;;2009-03-04 00:00:00;2009-04-04 00:00:00;2009-12-22 00:00:00;;;;;;f;2014-03-17 00:00:00
55DDT20130002;"";Bassin Ferrifère;257.0;Affaissements progressifs;55182;Éton;"";;;;;2006-05-09 00:00:00;;;;;;2009-03-04 00:00:00;2009-04-04 00:00:00;2009-12-22 00:00:00;;;;;;f;2014-03-17 00:00:00
55DDT20130002;"";Bassin Ferrifère;288.0;Glissements ou mouvements de pente;55182;Éton;"";;;;;2006-05-09 00:00:00;;;;;;2009-03-04 00:00:00;2009-04-04 00:00:00;2009-12-22 00:00:00;;;;;;f;2014-03-17 00:00:00
57DDT20140003;"";Bassin férrifère Nord lorrain;257.0;Affaissements progressifs;57306;Hayange;"";;;;;2005-02-04 00:00:00;;;;;;2010-09-07 00:00:00;2010-10-08 00:00:00;2011-01-21 00:00:00;;;;;;f;
57DDT20140003;"";Bassin férrifère Nord lorrain;293.0;Tassements;57306;Hayange;"";;;;;2005-02-04 00:00:00;;;;;;2010-09-07 00:00:00;2010-10-08 00:00:00;2011-01-21 00:00:00;;;;;;f;
57DDT20140004;"";"";256.0;Effondrements localisés;57306;Hayange;"";;;;;2014-02-14 00:00:00;;;;;;;;2014-09-04 00:00:00;;;;;;f;2014-11-05 00:00:00
57DDT20140004;"";"";257.0;Affaissements progressifs;57306;Hayange;"";;;;;2014-02-14 00:00:00;;;;;;;;2014-09-04 00:00:00;;;;;;f;2014-11-05 00:00:00
57DDT20140004;"";"";293.0;Tassements;57306;Hayange;"";;;;;2014-02-14 00:00:00;;;;;;;;2014-09-04 00:00:00;;;;;;f;2014-11-05 00:00:00
57DDT20140008;"";Bassin ferrifère centre;252.0;Effondrements généralisés;57491;Moyeuvre-Grande;Procédure de révision du PPRm approuvé en juin 2010;;;;;2014-05-26 00:00:00;;;;;;;;2016-07-08 00:00:00;;;;;;f;2016-08-09 00:00:00
57DDT20140008;"";Bassin ferrifère centre;256.0;Effondrements localisés;57491;Moyeuvre-Grande;Procédure de révision du PPRm approuvé en juin 2010;;;;;2014-05-26 00:00:00;;;;;;;;2016-07-08 00:00:00;;;;;;f;2016-08-09 00:00:00
57DDT20140008;"";Bassin ferrifère centre;257.0;Affaissements progressifs;57491;Moyeuvre-Grande;Procédure de révision du PPRm approuvé en juin 2010;;;;;2014-05-26 00:00:00;;;;;;;;2016-07-08 00:00:00;;;;;;f;2016-08-09 00:00:00
57DDT20140008;"";Bassin ferrifère centre;293.0;Tassements;57491;Moyeuvre-Grande;Procédure de révision du PPRm approuvé en juin 2010;;;;;2014-05-26 00:00:00;;;;;;;;2016-07-08 00:00:00;;;;;;f;2016-08-09 00:00:00
57DDT20140009;"";Bassin ferrifère sud;252.0;Effondrements généralisés;57481;Montois-la-Montagne;2ème révision du PPRm des communes de Montois-la-Montagne, Roncourt, Saint-Privat-la-Montagne et Sainte-Marie-aux-Chênes;;;;;2014-07-29 00:00:00;;;;;;;;2016-03-08 00:00:00;;;;;;f;2016-06-08 00:00:00
57DDT20140009;"";Bassin ferrifère sud;256.0;Effondrements localisés;57481;Montois-la-Montagne;2ème révision du PPRm des communes de Montois-la-Montagne, Roncourt, Saint-Privat-la-Montagne et Sainte-Marie-aux-Chênes;;;;;2014-07-29 00:00:00;;;;;;;;2016-03-08 00:00:00;;;;;;f;2016-06-08 00:00:00
57DDT20140009;"";Bassin ferrifère sud;257.0;Affaissements progressifs;57481;Montois-la-Montagne;2ème révision du PPRm des communes de Montois-la-Montagne, Roncourt, Saint-Privat-la-Montagne et Sainte-Marie-aux-Chênes;;;;;2014-07-29 00:00:00;;;;;;;;2016-03-08 00:00:00;;;;;;f;2016-06-08 00:00:00
57DDT20140009;"";Bassin ferrifère sud;293.0;Tassements;57481;Montois-la-Montagne;2ème révision du PPRm des communes de Montois-la-Montagne, Roncourt, Saint-Privat-la-Montagne et Sainte-Marie-aux-Chênes;;;;;2014-07-29 00:00:00;;;;;;;;2016-03-08 00:00:00;;;;;;f;2016-06-08 00:00:00
57DDT20140009;"";Bassin ferrifère sud;252.0;Effondrements généralisés;57593;Roncourt;2ème révision du PPRm des communes de Montois-la-Montagne, Roncourt, Saint-Privat-la-Montagne et Sainte-Marie-aux-Chênes;;;;;2014-07-29 00:00:00;;;;;;;;2016-03-08 00:00:00;;;;;;f;2016-06-08 00:00:00
57DDT20140009;"";Bassin ferrifère sud;256.0;Effondrements localisés;57593;Roncourt;2ème révision du PPRm des communes de Montois-la-Montagne, Roncourt, Saint-Privat-la-Montagne et Sainte-Marie-aux-Chênes;;;;;2014-07-29 00:00:00;;;;;;;;2016-03-08 00:00:00;;;;;;f;2016-06-08 00:00:00
57DDT20140009;"";Bassin ferrifère sud;257.0;Affaissements progressifs;57593;Roncourt;2ème révision du PPRm des communes de Montois-la-Montagne, Roncourt, Saint-Privat-la-Montagne et Sainte-Marie-aux-Chênes;;;;;2014-07-29 00:00:00;;;;;;;;2016-03-08 00:00:00;;;;;;f;2016-06-08 00:00:00
57DDT20140009;"";Bassin ferrifère sud;293.0;Tassements;57593;Roncourt;2ème révision du PPRm des communes de Montois-la-Montagne, Roncourt, Saint-Privat-la-Montagne et Sainte-Marie-aux-Chênes;;;;;2014-07-29 00:00:00;;;;;;;;2016-03-08 00:00:00;;;;;;f;2016-06-08 00:00:00
57DDT20140009;"";Bassin ferrifère sud;252.0;Effondrements généralisés;57620;Sainte-Marie-aux-Chênes;2ème révision du PPRm des communes de Montois-la-Montagne, Roncourt, Saint-Privat-la-Montagne et Sainte-Marie-aux-Chênes;;;;;2014-07-29 00:00:00;;;;;;;;2016-03-08 00:00:00;;;;;;f;2016-06-08 00:00:00
57DDT20140009;"";Bassin ferrifère sud;256.0;Effondrements localisés;57620;Sainte-Marie-aux-Chênes;2ème révision du PPRm des communes de Montois-la-Montagne, Roncourt, Saint-Privat-la-Montagne et Sainte-Marie-aux-Chênes;;;;;2014-07-29 00:00:00;;;;;;;;2016-03-08 00:00:00;;;;;;f;2016-06-08 00:00:00
57DDT20140009;"";Bassin ferrifère sud;257.0;Affaissements progressifs;57620;Sainte-Marie-aux-Chênes;2ème révision du PPRm des communes de Montois-la-Montagne, Roncourt, Saint-Privat-la-Montagne et Sainte-Marie-aux-Chênes;;;;;2014-07-29 00:00:00;;;;;;;;2016-03-08 00:00:00;;;;;;f;2016-06-08 00:00:00
57DDT20140009;"";Bassin ferrifère sud;293.0;Tassements;57620;Sainte-Marie-aux-Chênes;2ème révision du PPRm des communes de Montois-la-Montagne, Roncourt, Saint-Privat-la-Montagne et Sainte-Marie-aux-Chênes;;;;;2014-07-29 00:00:00;;;;;;;;2016-03-08 00:00:00;;;;;;f;2016-06-08 00:00:00
57DDT20140009;"";Bassin ferrifère sud;252.0;Effondrements généralisés;57622;Saint-Privat-la-Montagne;2ème révision du PPRm des communes de Montois-la-Montagne, Roncourt, Saint-Privat-la-Montagne et Sainte-Marie-aux-Chênes;;;;;2014-07-29 00:00:00;;;;;;;;2016-03-08 00:00:00;;;;;;f;2016-06-08 00:00:00
57DDT20140009;"";Bassin ferrifère sud;256.0;Effondrements localisés;57622;Saint-Privat-la-Montagne;2ème révision du PPRm des communes de Montois-la-Montagne, Roncourt, Saint-Privat-la-Montagne et Sainte-Marie-aux-Chênes;;;;;2014-07-29 00:00:00;;;;;;;;2016-03-08 00:00:00;;;;;;f;2016-06-08 00:00:00
57DDT20140009;"";Bassin ferrifère sud;257.0;Affaissements progressifs;57622;Saint-Privat-la-Montagne;2ème révision du PPRm des communes de Montois-la-Montagne, Roncourt, Saint-Privat-la-Montagne et Sainte-Marie-aux-Chênes;;;;;2014-07-29 00:00:00;;;;;;;;2016-03-08 00:00:00;;;;;;f;2016-06-08 00:00:00
57DDT20140009;"";Bassin ferrifère sud;293.0;Tassements;57622;Saint-Privat-la-Montagne;2ème révision du PPRm des communes de Montois-la-Montagne, Roncourt, Saint-Privat-la-Montagne et Sainte-Marie-aux-Chênes;;;;;2014-07-29 00:00:00;;;;;;;;2016-03-08 00:00:00;;;;;;f;2016-06-08 00:00:00
57DDT20150001;"";Belval;256.0;Effondrements localisés;57038;Audun-le-Tiche;"";;;;;2015-04-17 00:00:00;;;;;;;;2016-09-29 00:00:00;;;;;;f;2016-11-23 00:00:00
57DDT20150001;"";Belval;257.0;Affaissements progressifs;57038;Audun-le-Tiche;"";;;;;2015-04-17 00:00:00;;;;;;;;2016-09-29 00:00:00;;;;;;f;2016-11-23 00:00:00
57DDT20150001;"";Belval;293.0;Tassements;57038;Audun-le-Tiche;"";;;;;2015-04-17 00:00:00;;;;;;;;2016-09-29 00:00:00;;;;;;f;2016-11-23 00:00:00
57DDT20150001;"";Belval;256.0;Effondrements localisés;57565;Rédange;"";;;;;2015-04-17 00:00:00;;;;;;;;2016-09-29 00:00:00;;;;;;f;2016-11-23 00:00:00
57DDT20150001;"";Belval;257.0;Affaissements progressifs;57565;Rédange;"";;;;;2015-04-17 00:00:00;;;;;;;;2016-09-29 00:00:00;;;;;;f;2016-11-23 00:00:00
