cod_nat_dicrim;lib_dicrim;lib_bassin_risques;cod_commune;lib_commune;lib_commentaire;dat_program_dicrim_deb;dat_program_dicrim_fin;dat_etu_dicrim_deb;dat_etu_dicrim_fin;dat_publi_dicrim;dat_reception_min;dat_maj
11DDTM20180001;DICRIM Sigean;"";11379;Sigean;"";;;;;2018-09-26 00:00:00;;2018-10-04 00:00:00
46PREF20180022;Teyssieu;"";46315;Teyssieu;"";;;;;2017-01-13 00:00:00;;
46PREF20180020;Saint-Paul-de-Vern;"";46286;Saint-Paul-de-Vern;"";;;;;2018-08-30 00:00:00;;
46PREF20180019;Sarrazac;"";46298;Sarrazac;"";;;;;2018-04-23 00:00:00;;2018-09-26 00:00:00
46PREF20180018;Gintrac;"";46122;Gintrac;"";;;;;2017-08-07 00:00:00;;
46PREF20180017;Cazillac;"";46067;Cazillac;"";;;;;2018-06-26 00:00:00;;
46PREF20180016;Carennac;"";46058;Carennac;"";;;;;2018-05-07 00:00:00;;
28PREF20180004;BRECHAMPS;"";28058;Bréchamps;"";;;2018-01-01 00:00:00;2018-04-19 00:00:00;2018-04-19 00:00:00;;
72DREAL20180006;NOYEN SUR SARTHE;"";72223;Noyen-sur-Sarthe;"";;;;;2017-06-01 00:00:00;;
72DREAL20180005;PRECIGNE;"";72244;Précigné;"";;;;;2018-01-01 00:00:00;;
72DREAL20180004;SAINT GEORGES DU BOIS;"";72280;Saint-Georges-du-Bois;"";;;;;2017-01-01 00:00:00;;
72DREAL20180003;LA SUZE SUR SARTHE;"";72346;La Suze-sur-Sarthe;"";;;;;2016-10-01 00:00:00;;
35DDTM20170003;DICRIM Pont Péan;"";35363;Pont-Péan;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2017, d'où le choix du premier janvier 2017";;;;;2017-01-01 00:00:00;;
35DDTM20130021;DICRIM Le Tronchet;"";35362;Le Tronchet;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2013, d'où le choix du premier janvier 2013";;;;;2013-01-01 00:00:00;;
35DDTM20110008;DICRIM Vern sur Seiche;"";35352;Vern-sur-Seiche;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2011, d'où le choix du premier janvier 2011";;;;;2011-01-01 00:00:00;;
35DDTM20150005;DICRIM Thorigné Fouillard;"";35334;Thorigné-Fouillard;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2015, d'où le choix du premier janvier 2015";;;;;2015-01-01 00:00:00;;
35DDTM20120021;DICRIM Talensac;"";35331;Talensac;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;2018-07-20 00:00:00
35DDTM20150004;DICRIM La Selle en Luitré;"";35324;La Selle-en-Luitré;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2015, d'où le choix du premier janvier 2015";;;;;2015-01-01 00:00:00;;2018-07-20 00:00:00
35DDTM20130020;DICRIM Saint Thurial;"";35319;Saint-Thurial;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2013, d'où le choix du premier janvier 2013";;;;;2013-01-01 00:00:00;;
35DDTM20120020;DICRIM Saint Symphorien;"";35317;Saint-Symphorien;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;
35DDTM20120019;DICRIM Saint Sulpice la Forêt;"";35315;Saint-Sulpice-la-Forêt;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;
35DDTM20120018;DICRIM Saint Médard sur Ille;"";35296;Saint-Médard-sur-Ille;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;2018-07-20 00:00:00
35DDTM20130019;DICRIM Saint Maugan;"";35295;Saint-Maugan;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2013, d'où le choix du premier janvier 2013";;;;;2013-01-01 00:00:00;;
35DDTM20120017;DICRIM Saint Malo de Philly;"";35289;Saint-Malo-de-Phily;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012 ";;;;;2012-01-01 00:00:00;;
35DDTM20180014;DICRIM Saint Malo;"";35288;Saint-Malo;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2018, d'où le choix du premier janvier 2018";;;;;2018-01-01 00:00:00;;
35DDTM20120016;DICRIM Saint Germain Sur Ille;"";35274;Saint-Germain-sur-Ille;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;
63DGPR20180326;Tours-sur-Meymont;"";63434;Tours-sur-Meymont;Procedure chargée à partir du fichier csv;;;;;2013-04-05 00:00:00;;
63DGPR20180325;Thuret;"";63432;Thuret;Procedure chargée à partir du fichier csv;;;;;2013-06-28 00:00:00;;
35DDTM20100002;DICRIM Sainte Broladre;"";35259;Saint-Broladre;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2010, d'où le choix du premier janvier 2010";;;;;2010-01-01 00:00:00;;
35DDTM20130018;DICRIM Sainte Anne sur Vilaine;"";35249;Sainte-Anne-sur-Vilaine;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2013, d'où le choix du premier janvier 2013";;;;;2013-01-01 00:00:00;;
35DDTM20130017;DICRIM Roz Landrieux;"";35246;Roz-Landrieux;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2013, d'où le choix du premier janvier 2013";;;;;2013-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20110007;DICRIM Le Rheu;"";35240;Le Rheu;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2011, d'où le choix du premier janvier 2011";;;;;2011-01-01 00:00:00;;
35DDTM20110006;DICRIM Rennes;"";35238;Rennes;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2011, d'où le choix du premier janvier 2011";;;;;2011-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20180013;DICRIM Renac;"";35237;Renac;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2000, d'où le choix du premier janvier 2000";;;;;2000-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20110005;DICRIM Pleurtuit;"";35228;Pleurtuit;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2011, d'où le choix du premier janvier 2011";;;;;2011-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20130016;DICRIM Pleumeuleuc;"";35227;Pleumeleuc;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2013, d'où le choix du premier janvier 2013";;;;;2013-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20130015;DICRIM Plerguer;"";35224;Plerguer;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2013, d'où le choix du premier janvier 2013";;;;;2013-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20130014;DICRIM Plélan le Grand;"";35223;Plélan-le-Grand;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2013, d'où le choix du premier janvier 2013";;;;;2013-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20120015;DICRIM Pipriac;"";35219;Pipriac;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20150003;Pacé;"";35210;Pacé;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2015, d'où le choix du premier janvier 2015";;;;;2015-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20180012;DICRIM Orgères;"";35208;Orgères;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20180011;DICRIM Noyal sur Vilaine;"";35207;Noyal-sur-Vilaine;Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine en 2018. Date exacte de publication inconnue, la date du 19/07/2018 est celle du téléversement sur GASPAR.;;;;;2018-07-19 00:00:00;;2018-07-19 00:00:00
35DDTM20130013;DICRIM Noyal Chatillon sur Seich;"";35206;Noyal-Châtillon-sur-Seiche;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2013, d'où le choix du premier janvier 2013";;;;;2013-01-01 00:00:00;;
35DDTM20130012;DICRIM Noyal sous Bazouges;"";35205;Noyal-sous-Bazouges;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2013, d'où le choix du premier janvier 2013";;;;;2013-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20120014;DICRIM Nouvoitou;"";35204;Nouvoitou;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;
35DDTM20130011;DICRIM La Noë Blanche;"";35202;La Noë-Blanche;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2013, d'où le choix du premier janvier 2013";;;;;2013-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20120013;DICRIM Muel;"";35201;Muel;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20080001;DICRIM Moutiers;"";35200;Moutiers;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2008, d'où le choix du premier janvier 2008";;;;;2008-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20120012;DICRIM Mordelles;"";35196;Mordelles;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20130010;DICRIM Montreuil sur Ille;"";35195;Montreuil-sur-Ille;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2013, d'où le choix du premier janvier 2013";;;;;2013-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20110004;DICRIM Montfort sur meu;"";35188;Montfort-sur-Meu;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2011, d'où le choix du premier janvier 2011";;;;;2011-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20180010;DICRIM Monterfil;"";35187;Monterfil;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2002, d'où le choix du premier janvier 2002";;;;;2002-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20130009;DICRIM Miniac Morvan;"";35179;Miniac-Morvan;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2013, d'où le choix du premier janvier 2013";;;;;2013-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20180009;DICRIM Mézières sur Couesnon;"";35178;Mézières-sur-Couesnon;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2001, d'où le choix du premier janvier 2001";;;;;2001-01-01 00:00:00;;2018-07-19 00:00:00
35DDTM20120011;DICRIM La Mézière;"";35177;La Mézière;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;
35DDTM20120010;DICRIM Melesse;"";35173;Melesse;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20160003;DICRIM Maxent;"";35169;Maxent;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2016, d'où le choix du premier janvier 2016";;;;;2016-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20090001;DICRIM Martigné Ferchaud;"";35167;Martigné-Ferchaud;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2009, d'où le choix du premier janvier 2009";;;;;2009-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20120009;DICRIM Langouet;"";35146;Langouet;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20120008;DICRIM Laillé;"";35139;Laillé;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20180008;DICRIM Javené;"";35137;Javené;Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine en 2018. Date exacte de publication inconnue, la date du 18/07/2018 est celle du téléversement sur GASPAR.;;;;;2018-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20140002;DICRIM Janzé;"";35136;Janzé;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2014, d'où le choix du premier janvier 2014";;;;;2014-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20120007;DICRIM Iffendic;"";35133;Iffendic;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20120006;DICRIM Hirel;"";35132;Hirel;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20120005;DICRIM Guipel;"";35128;Guipel;"";;;;;2012-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20180007;DICRIM Guichen;"";35126;Guichen;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2011, d'où le choix du premier janvier 2011";;;;;2011-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20180006;DICRIM La Gouesnière;"";35122;La Gouesnière;Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine en 2018. Date exacte de publication inconnue, la date du 18/07/2018 est celle du téléversement sur GASPAR.;;;;;2018-07-18 00:00:00;;2018-07-18 00:00:00
35DDTM20180005;DICRIM Fougères;"";35115;Fougères;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2003, d'où le choix du premier janvier 2003";;;;;2003-01-01 00:00:00;;
35DDTM20130008;DICRIM La Fontenelle;"";35113;La Fontenelle;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2013, d'où le choix du premier janvier 2013 ";;;;;2013-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20180004;DICRIM Epiniac;"";35104;Epiniac;Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine en 2018. Date exacte de publication inconnue, la date du 18/07/2018 est celle du téléversement sur GASPAR.;;;;;2018-07-18 00:00:00;;2018-07-18 00:00:00
35DDTM20100001;DICRIM Domalain;"";35097;Domalain;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2010, d'où le choix du premier janvier 2010";;;;;2010-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20130007;DICRIM Domagné;"";35096;Domagné;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2013, d'où le choix du premier janvier 2013";;;;;2013-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20140001;DICRIM Dinard;"";35093;Dinard;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2014, d'où le choix du premier janvier 2014";;;;;2014-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20130006;DICRIM Corps Nuds;"";35088;Corps-Nuds;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2013, d'où le choix du premier janvier 2013";;;;;2013-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20120004;DICRIM Combourg;"";35085;Combourg;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20110003;DICRIM Chevaigné;"";35079;Chevaigné;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2011, d'où le choix du premier janvier 2011";;;;;2011-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20120003;DICRIM Chavagne;"";35076;Chavagne;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20130005;DICRIM Chateaubourg;"";35068;Châteaubourg;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2013, d'où le choix du premier janvier 2013";;;;;2013-01-01 00:00:00;;
35DDTM20120002;DICRIM La-Chapelle-des-Fougeretz;"";35059;La Chapelle-des-Fougeretz;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine menée en 2018. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20170002;DICRIM Chantepie;"";35055;Chantepie;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine. Date exacte de publication inconnue ; mais le document date de l'année 2017, d'où le choix du premier janvier 2017";;;;;0201-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20110002;DICRIM Chanteloup;"";35054;Chanteloup;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine. Date exacte de publication inconnue ; mais le document date de l'année 2011, d'où le choix du premier janvier 2011";;;;;2011-01-01 00:00:00;;2018-07-18 00:00:00
13DREAL20170001;DICRIM PUYLOUBIER;"";13079;Puyloubier;"";;;;;2006-07-01 00:00:00;;
35DDTM20110001;DICRIM Cesson;"";35051;Cesson-Sévigné;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine. Date exacte de publication inconnue ; mais le document date de l'année 2011, d'où le choix du premier janvier 2011";;;;;2011-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20180003;DICRIM Cancale;"";35049;Cancale;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine. Date exacte de publication inconnue ; mais le document date de l'année 2018, d'où le choix du premier janvier 2018";;;;;2018-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20170001;DICRIM Bruz;"";35047;Bruz;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine. Date exacte de publication inconnue ; mais le document date de l'année 2017, d'où le choix du premier janvier 2017";;;;;2017-01-01 00:00:00;;2018-07-18 00:00:00
35DDTM20130004;DICRIM BREAL-SOUS-MONFORT;"";35037;Bréal-sous-Montfort;"Obtenu suite à une enquête auprès des communes d'Ille-et-Vilaine. Date exacte de publication inconnue ; mais le document date de l'année 2012, d'où le choix du premier janvier 2012";;;;;2012-01-01 00:00:00;;2018-07-18 00:00:00
