Insee;num_risque_jo;annee
37085;1.0;2016
37088;1.0;2013
37089;1.0;2013
37091;16.0;2013
37091;1.0;2016
37094;39.0;2012
37094;39.0;2012
37096;16.0;2013
37096;1.0;2016
37097;1.0;2016
37099;39.0;2012
37099;39.0;2012
37104;1.0;2012
37104;39.0;2012
37104;39.0;2012
37104;1.0;2016
37108;39.0;2012
37108;39.0;2012
37108;1.0;2016
37109;39.0;2012
37109;39.0;2012
37109;1.0;2013
37110;1.0;2016
37111;39.0;2012
37111;1.0;2016
37113;1.0;2016
37115;39.0;2012
37115;39.0;2012
37118;1.0;2016
37119;1.0;2013
37122;39.0;2012
37122;39.0;2012
37122;1.0;2016
37124;39.0;2012
37124;39.0;2012
37126;1.0;2013
37132;39.0;2012
37132;39.0;2012
37132;16.0;2012
37132;1.0;2016
37133;1.0;2012
37133;39.0;2012
37133;39.0;2012
37139;39.0;2012
37141;1.0;2016
37143;39.0;2012
37143;39.0;2012
37144;1.0;2013
37151;39.0;2012
37151;39.0;2012
37151;16.0;2012
37152;39.0;2012
37152;39.0;2012
37153;39.0;2013
37154;16.0;2012
37154;39.0;2012
37154;39.0;2012
37154;1.0;2016
37156;39.0;2012
37156;39.0;2012
37156;1.0;2016
37157;1.0;2012
37157;39.0;2012
37157;39.0;2012
37157;1.0;2016
37158;39.0;2013
37159;39.0;2012
37159;39.0;2012
37159;1.0;2016
37161;39.0;2012
37163;1.0;2016
37166;1.0;2013
37168;39.0;2012
37170;39.0;2013
37172;39.0;2012
37172;39.0;2012
37173;1.0;2016
37175;39.0;2012
37177;1.0;2016
37179;39.0;2012
37179;39.0;2012
37182;39.0;2012
37182;39.0;2012
37183;1.0;2016
37186;39.0;2012
37186;39.0;2012
37186;1.0;2016
37192;1.0;2016
37194;39.0;2012
37195;39.0;2012
37195;39.0;2012
37195;1.0;2016
37196;1.0;2013
37197;1.0;2016
37200;1.0;2016
37203;39.0;2012
37203;39.0;2012
37204;39.0;2012
37205;39.0;2012
37205;1.0;2016
37206;39.0;2012
37206;39.0;2012
37208;39.0;2012
37210;1.0;2013
37211;39.0;2012
37211;39.0;2012
37214;39.0;2012
37214;39.0;2012
37214;1.0;2013
37217;39.0;2012
37217;39.0;2012
37217;16.0;2013
37219;39.0;2012
37220;1.0;2013
37221;1.0;2016
37222;1.0;2016
37224;39.0;2012
37225;39.0;2012
37225;16.0;2013
37225;1.0;2016
37231;16.0;2013
37234;1.0;2012
37234;1.0;2016
37236;1.0;2016
37237;39.0;2012
37237;39.0;2012
37241;39.0;2012
37241;39.0;2012
37242;1.0;2016
37243;39.0;2012
37243;39.0;2012
37243;16.0;2012
37243;1.0;2016
37244;1.0;2013
37245;39.0;2012
37245;39.0;2012
37248;1.0;2013
37249;39.0;2012
37252;1.0;2016
37253;1.0;2016
37254;1.0;2016
37257;39.0;2012
37258;1.0;2013
37258;1.0;2013
37258;1.0;2016
37259;1.0;2016
37261;39.0;2012
37261;39.0;2012
37261;16.0;2013
37261;1.0;2016
37263;39.0;2012
37263;39.0;2012
37263;1.0;2016
37266;39.0;2012
37266;1.0;2016
37267;39.0;2012
37267;16.0;2013
37267;1.0;2016
37271;16.0;2013
37271;16.0;2013
37271;16.0;2014
37272;39.0;2012
37272;39.0;2012
37272;1.0;2016
37273;1.0;2016
37275;1.0;2012
37276;39.0;2012
37276;39.0;2012
37277;1.0;2012
37277;1.0;2016
37281;39.0;2012
37281;39.0;2012
38025;1.0;2014
38044;1.0;2016
38047;1.0;2014
38058;1.0;2014
38061;16.0;2015
38065;1.0;2014
38072;1.0;2015
38073;1.0;2014
38077;39.0;2012
38077;39.0;2012
38087;1.0;2013
38093;1.0;2014
38100;1.0;2015
38105;1.0;2014
38114;1.0;2015
38130;1.0;2014
38133;1.0;2015
38145;1.0;2014
38147;1.0;2014
38171;1.0;2014
38180;1.0;2014
38181;1.0;2014
38187;1.0;2012
38193;1.0;2015
38207;1.0;2014
38209;1.0;2014
38215;1.0;2013
38215;1.0;2015
38218;1.0;2014
38219;1.0;2014
38239;1.0;2015
38249;39.0;2013
38255;1.0;2014
38262;1.0;2015
38270;1.0;2012
38275;1.0;2014
38276;1.0;2016
38288;1.0;2015
38291;1.0;2012
38293;1.0;2014
38293;1.0;2014
38300;1.0;2014
38308;1.0;2014
38308;16.0;2014
38330;1.0;2014
38332;1.0;2012
38338;1.0;2015
38347;1.0;2014
38357;1.0;2014
38359;1.0;2014
38363;1.0;2014
38374;1.0;2015
38379;1.0;2014
38384;1.0;2014
38387;1.0;2014
38389;1.0;2015
38390;1.0;2014
38393;1.0;2014
38427;1.0;2014
38432;1.0;2015
38440;1.0;2014
38448;1.0;2015
38455;1.0;2014
38455;1.0;2015
38457;1.0;2014
38468;1.0;2015
38483;21.0;2014
38487;1.0;2013
38490;1.0;2014
38505;1.0;2014
38516;1.0;2015
38530;1.0;2016
38544;1.0;2015
38544;1.0;2015
38546;1.0;2016
38561;1.0;2014
38563;1.0;2015
39013;1.0;2016
39019;1.0;2016
39150;16.0;2016
39164;1.0;2016
39170;1.0;2016
39268;1.0;2016
39288;1.0;2016
39297;1.0;2012
39300;1.0;2016
39331;1.0;2015
39348;1.0;2016
39349;1.0;2016
39355;1.0;2016
39359;1.0;2016
39362;1.0;2016
39377;1.0;2013
39401;1.0;2016
39411;1.0;2016
39446;1.0;2016
39458;1.0;2016
39497;1.0;2012
39497;1.0;2016
39500;1.0;2012
39500;1.0;2016
39513;1.0;2014
39533;1.0;2013
39545;1.0;2013
39552;1.0;2016
39572;1.0;2016
39573;39.0;2012
39573;39.0;2012
39576;1.0;2014
40001;1.0;2014
40002;1.0;2013
40002;1.0;2014
40004;39.0;2013
40015;39.0;2012
40018;1.0;2013
40031;1.0;2014
40034;39.0;2012
40034;1.0;2013
40046;91.0;2015
40049;1.0;2014
40055;1.0;2013
40062;1.0;2014
40063;1.0;2013
40063;21.0;2013
40063;1.0;2014
40063;91.0;2015
40065;32.0;2013
40065;91.0;2015
40071;1.0;2013
40077;1.0;2013
40077;1.0;2014
40085;1.0;2013
40088;1.0;2014
40109;1.0;2013
40109;21.0;2013
40114;1.0;2014
40114;16.0;2016
40117;1.0;2014
40120;1.0;2013
40120;39.0;2013
40120;1.0;2014
40120;1.0;2014
40123;91.0;2016
40126;1.0;2014
40127;39.0;2012
40129;1.0;2014
40132;39.0;2013
40132;1.0;2013
40132;21.0;2013
40133;91.0;2015
40134;21.0;2014
40134;1.0;2014
40145;1.0;2014
40147;1.0;2013
40147;1.0;2014
40168;91.0;2016
40179;1.0;2014
40184;32.0;2014
40184;91.0;2016
40184;91.0;2016
40191;1.0;2013
40191;1.0;2015
40201;16.0;2014
40202;1.0;2014
40203;16.0;2014
40206;1.0;2013
40206;21.0;2013
40206;1.0;2014
40208;1.0;2014
40209;1.0;2014
40209;21.0;2014
40212;1.0;2013
40212;21.0;2013
40212;1.0;2014
40217;1.0;2014
40217;21.0;2014
40218;39.0;2013
40222;1.0;2014
40224;39.0;2012
40224;39.0;2012
40224;1.0;2013
40224;21.0;2013
40224;1.0;2014
40224;91.0;2015
40231;1.0;2014
40231;1.0;2014
40232;16.0;2013
40233;1.0;2013
40233;1.0;2013
40244;1.0;2014
40245;16.0;2012
40249;1.0;2014
40249;16.0;2015
40251;1.0;2014
40254;1.0;2013
40256;1.0;2014
40261;1.0;2014
40261;91.0;2015
40263;1.0;2014
40268;1.0;2014
40271;1.0;2014
40273;1.0;2014
40273;1.0;2014
40276;91.0;2016
40278;1.0;2014
40279;1.0;2014
40283;1.0;2014
40287;1.0;2014
40287;1.0;2014
40287;21.0;2014
40293;1.0;2014
40293;91.0;2015
40294;91.0;2015
40296;32.0;2014
40296;91.0;2015
40296;91.0;2015
40304;1.0;2014
40304;32.0;2014
40304;91.0;2015
40306;1.0;2013
40306;1.0;2014
40312;21.0;2014
40312;32.0;2014
40312;1.0;2014
40312;21.0;2015
40312;16.0;2015
40313;1.0;2014
40313;91.0;2015
40314;1.0;2014
40315;1.0;2014
40315;91.0;2015
40318;1.0;2013
40318;1.0;2014
40328;21.0;2014
40328;32.0;2014
40331;1.0;2013
40331;16.0;2015
40334;1.0;2014
41002;1.0;2016
41006;1.0;2016
41008;1.0;2016
41009;1.0;2016
41011;1.0;2016
41013;1.0;2016
41015;1.0;2016
41016;1.0;2016
41018;39.0;2012
41018;39.0;2012
41018;1.0;2016
41019;1.0;2016
41020;1.0;2016
41022;1.0;2013
41023;1.0;2012
41023;16.0;2012
41023;16.0;2012
41023;16.0;2014
41025;39.0;2012
41025;1.0;2015
41025;1.0;2016
41027;1.0;2016
41029;1.0;2016
41030;1.0;2016
41031;1.0;2016
41032;39.0;2012
41032;39.0;2012
41032;1.0;2016
41033;39.0;2013
41033;1.0;2016
41034;1.0;2016
41035;1.0;2016
41036;1.0;2016
41038;1.0;2016
41039;1.0;2016
41040;1.0;2016
41041;1.0;2013
41042;1.0;2012
41042;1.0;2016
41043;39.0;2012
41043;39.0;2012
41043;1.0;2016
41044;1.0;2016
41045;39.0;2012
41045;39.0;2012
41046;1.0;2015
41046;1.0;2016
41047;1.0;2016
41049;39.0;2012
41049;39.0;2012
41049;1.0;2016
41050;1.0;2016
41051;1.0;2016
41052;1.0;2016
41053;39.0;2012
41053;39.0;2012
41054;1.0;2016
41055;39.0;2012
41055;1.0;2016
41057;1.0;2016
41058;1.0;2016
41059;1.0;2016
41061;39.0;2013
41061;1.0;2016
41062;1.0;2016
41063;1.0;2016
41064;1.0;2016
41065;1.0;2016
41066;1.0;2016
41067;1.0;2016
41068;1.0;2016
41069;1.0;2016
41071;1.0;2015
41071;1.0;2016
41072;1.0;2016
41074;1.0;2016
41077;1.0;2016
41080;1.0;2016
41081;1.0;2016
41082;1.0;2016
41083;1.0;2016
41084;39.0;2012
41084;39.0;2012
41084;1.0;2016
41085;1.0;2015
41085;1.0;2016
41086;1.0;2016
41087;16.0;2013
41087;1.0;2016
41092;1.0;2012
41092;1.0;2016
41093;1.0;2016
41094;1.0;2016
41095;1.0;2014
41095;1.0;2014
41097;1.0;2016
41099;1.0;2016
41101;1.0;2016
41103;1.0;2012
41104;1.0;2015
41104;1.0;2016
41105;1.0;2016
41106;1.0;2016
41108;1.0;2016
41109;1.0;2016
41110;1.0;2016
41114;1.0;2016
41115;1.0;2016
41116;16.0;2014
41118;1.0;2016
41119;1.0;2016
41120;39.0;2012
41122;1.0;2016
41123;1.0;2016
41126;39.0;2012
41126;1.0;2016
41127;1.0;2016
41128;1.0;2016
41129;1.0;2016
41130;1.0;2016
41132;1.0;2016
41134;1.0;2016
41135;39.0;2012
41135;39.0;2012
41135;1.0;2016
41136;1.0;2016
41137;1.0;2016
41139;1.0;2016
41140;1.0;2016
41142;1.0;2016
41144;1.0;2016
41145;1.0;2016
41146;1.0;2016
41147;1.0;2016
41148;1.0;2016
41149;16.0;2013
41150;1.0;2016
41151;16.0;2013
41151;1.0;2016
41152;1.0;2016
41154;1.0;2016
41155;1.0;2016
41156;1.0;2016
41157;1.0;2016
41158;1.0;2013
41159;1.0;2016
41159;1.0;2016
41160;1.0;2016
41161;1.0;2016
41164;1.0;2016
41165;1.0;2012
41166;39.0;2012
41166;39.0;2012
41167;1.0;2016
41169;1.0;2016
41170;1.0;2012
41170;1.0;2016
41171;1.0;2016
41173;1.0;2016
41175;1.0;2016
41176;1.0;2016
41178;1.0;2016
41180;39.0;2012
41180;39.0;2012
41180;1.0;2016
41181;1.0;2016
41182;1.0;2016
41185;39.0;2013
41185;1.0;2016
41190;1.0;2016
41191;1.0;2016
41192;16.0;2013
41194;39.0;2012
41194;39.0;2012
41194;1.0;2016
41195;1.0;2016
41196;1.0;2013
41198;1.0;2016
41199;1.0;2016
41200;1.0;2014
41201;16.0;2013
41203;1.0;2016
41206;1.0;2016
41207;1.0;2016
41210;1.0;2016
41211;1.0;2016
41212;1.0;2015
41212;1.0;2016
41217;1.0;2016
41218;1.0;2016
41219;1.0;2016
41220;1.0;2016
41221;1.0;2016
41222;1.0;2016
41223;1.0;2016
41225;16.0;2013
41226;39.0;2012
41226;39.0;2012
41226;1.0;2013
41226;1.0;2016
41228;16.0;2013
41229;1.0;2016
41230;1.0;2016
41231;1.0;2016
41232;39.0;2012
41232;39.0;2012
41232;1.0;2016
41233;1.0;2016
41234;1.0;2016
41235;1.0;2016
41237;39.0;2012
41237;39.0;2012
41237;1.0;2016
41239;1.0;2012
41239;1.0;2016
41240;1.0;2016
41241;1.0;2016
41242;1.0;2016
41243;1.0;2016
41246;1.0;2016
41247;39.0;2012
41247;39.0;2012
41247;1.0;2016
41249;1.0;2016
41251;1.0;2016
41252;1.0;2016
41253;1.0;2016
41255;1.0;2016
41256;1.0;2016
41257;1.0;2016
41258;1.0;2016
41259;16.0;2014
41260;1.0;2016
41262;1.0;2015
41262;1.0;2016
41265;16.0;2013
41266;1.0;2016
41267;1.0;2016
41269;1.0;2014
41271;1.0;2016
41272;1.0;2016
41273;1.0;2016
41280;1.0;2016
41281;1.0;2016
41282;1.0;2016
41283;1.0;2016
41288;1.0;2016
41289;1.0;2016
41291;1.0;2016
41292;1.0;2016
41295;1.0;2015
41295;1.0;2016
41296;1.0;2016
42004;1.0;2012
42013;1.0;2015
42043;1.0;2015
42056;1.0;2015
42059;1.0;2015
42068;1.0;2016
42076;1.0;2012
42081;1.0;2015
42102;1.0;2015
42106;1.0;2012
42125;1.0;2012
42159;1.0;2013
42160;1.0;2013
42166;1.0;2013
42168;1.0;2015
42204;1.0;2015
42206;1.0;2015
42208;1.0;2015
42222;1.0;2015
42230;1.0;2013
42230;1.0;2013
42234;1.0;2015
42265;1.0;2015
42274;1.0;2012
42302;1.0;2015
42303;1.0;2012
42305;1.0;2015
42308;1.0;2015
42312;1.0;2015
42317;39.0;2012
42323;1.0;2015
42323;1.0;2016
43002;39.0;2012
43002;39.0;2012
43016;1.0;2014
43017;1.0;2012
43030;39.0;2012
43030;39.0;2012
43046;39.0;2012
43046;39.0;2012
43051;91.0;2015
43078;39.0;2012
43078;39.0;2012
43084;39.0;2012
43084;39.0;2012
43089;39.0;2012
43089;39.0;2012
43095;1.0;2015
43126;39.0;2012
43126;39.0;2012
43130;1.0;2012
43157;39.0;2012
43157;39.0;2012
44005;1.0;2016
44010;32.0;2014
44015;1.0;2014
44023;1.0;2014
44026;1.0;2013
44033;1.0;2014
44035;1.0;2012
44037;39.0;2012
44038;39.0;2012
44038;1.0;2016
44044;1.0;2014
44047;1.0;2013
44051;1.0;2014
44053;1.0;2014
44055;32.0;2014
44055;1.0;2016
44056;1.0;2014
44067;1.0;2014
44069;1.0;2016
44073;1.0;2014
44075;1.0;2014
44079;1.0;2013
44079;1.0;2016
44087;1.0;2016
44090;1.0;2016
44091;21.0;2014
44105;1.0;2014
44110;1.0;2014
44113;1.0;2014
44113;1.0;2014
44119;1.0;2016
44120;1.0;2013
44139;1.0;2014
44149;1.0;2014
44150;39.0;2012
44150;39.0;2012
44157;1.0;2016
44168;21.0;2014
44179;1.0;2014
44184;1.0;2016
44185;1.0;2014
44185;1.0;2014
44185;1.0;2014
44185;1.0;2014
44188;1.0;2016
44191;1.0;2014
44194;1.0;2013
44195;1.0;2014
44204;1.0;2013
44205;1.0;2014
44210;1.0;2016
44221;1.0;2014
44224;1.0;2014
45001;1.0;2016
45002;1.0;2016
45004;39.0;2012
45004;1.0;2013
45004;1.0;2013
45004;1.0;2015
45004;1.0;2016
45006;1.0;2016
45008;1.0;2016
45009;1.0;2016
45011;1.0;2016
45013;1.0;2016
45014;1.0;2016
45016;1.0;2016
45017;1.0;2016
45018;1.0;2014
45018;1.0;2016
45020;1.0;2016
45022;1.0;2014
45022;1.0;2016
45024;1.0;2016
45025;1.0;2016
45026;1.0;2016
45027;1.0;2014
45027;1.0;2016
45028;1.0;2016
45029;39.0;2012
45029;1.0;2016
45030;39.0;2012
45030;39.0;2012
45030;1.0;2014
45030;1.0;2016
45031;1.0;2016
45031;1.0;2016
45032;1.0;2016
45033;1.0;2016
45034;1.0;2016
45035;1.0;2014
45035;1.0;2016
45036;1.0;2016
45038;1.0;2016
45039;1.0;2016
45040;1.0;2016
45042;1.0;2016
45043;16.0;2016
45043;1.0;2016
45044;1.0;2016
45045;1.0;2016
45046;1.0;2016
45047;1.0;2016
45049;1.0;2016
45051;1.0;2016
45054;1.0;2016
45055;1.0;2016
45058;1.0;2016
45059;1.0;2016
45060;39.0;2012
45060;39.0;2012
45060;1.0;2016
45061;1.0;2016
45062;1.0;2016
45063;1.0;2016
45066;1.0;2016
45067;1.0;2015
45067;1.0;2016
45068;1.0;2016
45069;1.0;2016
45072;39.0;2012
45072;1.0;2016
45073;1.0;2016
45074;1.0;2016
45075;16.0;2013
45075;16.0;2013
45075;16.0;2016
45075;1.0;2016
45076;1.0;2016
45077;1.0;2013
45077;1.0;2016
45078;1.0;2016
45079;1.0;2016
45082;1.0;2016
45083;1.0;2016
45084;1.0;2014
45084;1.0;2016
45085;1.0;2013
45085;1.0;2016
45086;1.0;2016
45088;1.0;2016
45089;16.0;2016
45089;1.0;2016
45091;1.0;2016
45092;1.0;2016
45093;1.0;2016
45094;1.0;2016
45095;1.0;2016
45096;1.0;2016
45097;1.0;2016
45098;1.0;2016
45099;16.0;2016
45099;1.0;2016
45100;1.0;2016
45101;1.0;2016
45102;1.0;2016
45103;1.0;2014
45103;1.0;2016
45104;1.0;2016
45105;1.0;2016
45107;1.0;2013
45107;1.0;2016
45108;39.0;2012
45108;1.0;2016
45109;1.0;2016
45110;1.0;2016
45111;1.0;2016
45112;1.0;2016
45113;39.0;2012
45113;1.0;2016
45114;1.0;2016
45115;1.0;2016
45118;1.0;2016
45119;1.0;2016
45120;1.0;2016
45121;1.0;2016
45122;1.0;2016
45123;1.0;2016
45125;1.0;2016
45126;1.0;2015
45126;1.0;2016
45127;1.0;2015
45127;1.0;2016
45129;1.0;2016
45130;1.0;2016
45132;1.0;2016
45136;39.0;2012
45136;39.0;2012
45136;1.0;2016
45137;1.0;2016
45138;1.0;2016
45139;1.0;2016
45141;1.0;2016
45142;91.0;2016
45142;1.0;2016
45144;1.0;2016
45145;1.0;2016
45146;39.0;2013
45146;1.0;2015
45146;1.0;2016
45147;16.0;2016
45147;1.0;2016
45148;1.0;2016
45149;1.0;2016
45150;1.0;2014
45150;1.0;2016
45151;1.0;2016
45152;1.0;2016
45153;1.0;2016
45154;16.0;2016
45154;1.0;2016
45155;1.0;2016
45156;1.0;2016
45158;1.0;2016
45159;1.0;2016
45160;1.0;2016
45161;1.0;2016
45162;1.0;2016
45164;1.0;2016
45165;1.0;2016
45166;1.0;2016
45167;1.0;2016
45168;1.0;2016
45169;1.0;2016
45171;1.0;2016
45173;1.0;2016
45174;1.0;2016
45175;1.0;2016
45176;1.0;2014
45176;1.0;2016
45177;1.0;2016
45178;1.0;2014
45178;1.0;2016
45179;1.0;2016
45180;1.0;2016
45182;39.0;2012
45182;39.0;2012
45182;1.0;2015
45182;1.0;2016
45184;1.0;2016
45185;1.0;2016
45186;1.0;2014
45186;1.0;2016
45187;1.0;2016
45188;39.0;2012
45188;1.0;2016
45189;1.0;2016
45191;1.0;2016
45193;1.0;2016
45194;16.0;2016
45194;1.0;2016
45195;1.0;2016
45196;1.0;2016
45197;39.0;2012
45197;39.0;2012
45197;1.0;2016
45197;16.0;2016
45200;1.0;2016
45201;1.0;2016
45202;1.0;2016
45203;1.0;2016
45204;1.0;2016
45205;1.0;2014
45205;1.0;2016
45206;1.0;2016
45207;1.0;2016
45208;1.0;2016
45209;1.0;2014
45209;1.0;2016
45210;1.0;2016
45212;39.0;2012
45212;39.0;2012
45212;1.0;2016
45213;1.0;2016
45214;1.0;2016
45215;39.0;2012
45215;39.0;2012
45215;1.0;2014
45215;1.0;2016
45216;1.0;2016
45218;1.0;2016
45219;1.0;2016
45220;1.0;2016
45222;1.0;2016
45223;1.0;2016
45224;1.0;2016
45225;1.0;2016
45226;1.0;2016
45228;1.0;2016
45229;39.0;2012
45229;1.0;2013
45229;1.0;2016
45230;1.0;2013
45230;1.0;2013
45230;1.0;2016
45231;1.0;2016
45232;39.0;2012
45232;39.0;2012
45232;1.0;2014
45232;1.0;2016
45233;1.0;2016
45234;39.0;2012
45234;39.0;2012
45234;1.0;2016
45235;1.0;2016
45237;1.0;2016
45238;1.0;2016
45239;1.0;2016
45241;1.0;2016
45242;1.0;2016
45243;1.0;2014
45243;1.0;2016
45244;1.0;2016
45245;39.0;2012
45245;39.0;2012
45245;1.0;2016
45247;1.0;2016
45248;1.0;2016
45250;1.0;2016
45251;1.0;2016
45252;1.0;2016
45253;1.0;2016
45254;1.0;2016
45256;1.0;2014
45256;1.0;2016
45257;1.0;2016
45258;1.0;2013
45258;1.0;2016
45259;1.0;2014
45259;1.0;2016
45259;1.0;2016
45261;39.0;2012
45261;39.0;2012
45261;1.0;2016
45264;1.0;2016
45265;1.0;2016
45266;1.0;2016
45267;1.0;2016
45268;1.0;2016
45269;1.0;2016
45270;1.0;2016
45271;1.0;2016
45272;16.0;2016
45272;1.0;2016
45273;16.0;2016
45273;1.0;2016
45274;16.0;2014
45274;1.0;2016
45275;1.0;2016
45277;1.0;2016
45278;1.0;2016
45279;39.0;2012
45279;39.0;2012
45279;1.0;2016
45280;1.0;2016
45281;1.0;2016
45282;16.0;2016
45282;1.0;2016
45283;1.0;2016
45284;1.0;2016
45285;16.0;2016
45285;1.0;2016
45286;1.0;2016
45287;1.0;2016
45288;1.0;2014
45288;1.0;2016
45289;1.0;2016
45290;1.0;2016
45291;1.0;2016
45292;1.0;2016
45293;1.0;2014
45293;1.0;2016
45294;1.0;2016
45297;1.0;2016
45298;1.0;2016
45299;1.0;2016
45300;1.0;2016
45301;1.0;2016
45302;1.0;2016
45303;1.0;2016
45305;1.0;2016
45306;39.0;2012
45306;1.0;2016
45307;1.0;2016
45308;1.0;2016
45309;1.0;2016
45311;1.0;2016
45313;1.0;2016
45314;1.0;2016
45315;1.0;2016
45316;1.0;2016
45317;1.0;2015
45317;1.0;2016
45321;1.0;2016
45322;1.0;2016
45323;1.0;2016
45324;1.0;2016
45325;39.0;2012
45325;39.0;2012
45325;1.0;2016
45327;1.0;2016
45329;1.0;2016
45330;1.0;2016
45331;1.0;2016
45332;39.0;2012
45332;39.0;2012
45332;1.0;2013
45332;1.0;2016
45333;39.0;2012
45333;1.0;2016
45334;1.0;2016
45335;1.0;2016
45336;1.0;2016
45338;1.0;2016
45339;1.0;2015
45339;1.0;2016
45340;1.0;2016
45341;1.0;2016
45342;1.0;2016
45343;1.0;2016
45344;1.0;2016
45345;1.0;2016
45346;1.0;2016
45347;1.0;2016
45348;1.0;2016
46010;1.0;2015
46023;39.0;2013
46023;39.0;2013
46023;39.0;2016
46024;39.0;2012
46030;39.0;2012
46030;39.0;2012
46035;39.0;2012
46042;39.0;2012
46042;39.0;2012
46042;39.0;2016
46045;1.0;2012
46049;1.0;2012
46051;1.0;2015
46052;1.0;2014
46052;1.0;2015
46055;39.0;2012
46055;39.0;2012
46063;39.0;2013
46066;39.0;2012
46066;39.0;2012
46074;39.0;2012
46080;39.0;2012
46080;39.0;2012
46100;39.0;2012
46100;39.0;2012
46101;39.0;2012
46101;39.0;2012
46102;39.0;2012
46102;39.0;2012
46103;39.0;2012
46103;39.0;2012
46116;16.0;2013
46120;39.0;2012
46126;39.0;2012
46127;39.0;2012
46130;16.0;2014
46138;39.0;2012
46138;39.0;2012
46148;39.0;2016
46155;1.0;2012
46162;39.0;2012
46162;39.0;2012
46164;39.0;2013
46175;1.0;2014
46182;39.0;2012
46182;39.0;2012
46182;39.0;2016
46184;39.0;2012
46200;39.0;2012
46201;39.0;2012
46201;39.0;2012
46201;39.0;2016
46211;39.0;2012
46211;39.0;2012
46248;16.0;2013
46262;39.0;2012
46262;39.0;2012
46274;39.0;2013
46274;39.0;2016
46287;39.0;2012
46287;39.0;2012
46287;1.0;2015
46290;39.0;2012
46290;39.0;2012
46305;39.0;2012
46307;39.0;2012
46307;39.0;2012
46312;1.0;2015
46340;39.0;2012
46340;39.0;2012
47001;39.0;2012
47001;39.0;2012
47001;39.0;2013
47003;39.0;2012
47003;39.0;2012
47004;39.0;2013
47005;39.0;2012
47006;39.0;2012
47006;39.0;2012
47006;39.0;2013
47009;39.0;2013
47009;39.0;2013
47010;39.0;2012
47014;39.0;2012
47014;39.0;2012
47015;39.0;2012
47015;39.0;2012
47015;39.0;2013
47015;39.0;2016
47016;39.0;2013
47016;39.0;2013
47017;39.0;2012
47017;39.0;2012
47019;39.0;2012
47020;39.0;2012
47020;39.0;2012
47021;39.0;2013
47022;39.0;2012
47022;16.0;2014
47024;39.0;2013
47025;39.0;2012
47025;39.0;2012
47025;39.0;2012
47025;1.0;2015
47026;39.0;2012
47027;39.0;2012
47027;39.0;2012
47027;39.0;2013
47028;39.0;2013
47028;1.0;2015
47031;39.0;2012
47031;1.0;2016
47032;39.0;2012
47032;16.0;2013
47032;1.0;2016
47034;39.0;2012
47034;39.0;2012
47035;39.0;2012
47035;39.0;2012
47036;39.0;2012
47038;39.0;2013
47040;39.0;2012
47040;39.0;2012
47040;39.0;2013
47041;39.0;2013
47041;1.0;2013
47042;39.0;2012
47042;39.0;2012
47043;1.0;2014
47044;39.0;2012
47044;39.0;2012
47045;39.0;2012
47048;39.0;2012
47048;39.0;2012
47049;39.0;2012
47049;39.0;2012
47049;1.0;2014
47051;39.0;2012
47051;1.0;2016
47052;39.0;2012
47052;39.0;2012
47053;39.0;2012
47053;39.0;2012
47054;39.0;2012
47054;39.0;2012
47054;1.0;2014
47055;39.0;2012
47055;16.0;2014
47059;39.0;2012
47060;39.0;2012
47060;39.0;2016
47062;39.0;2012
47062;39.0;2012
47063;39.0;2012
47063;39.0;2012
47064;39.0;2012
47064;39.0;2012
47065;39.0;2012
47065;39.0;2012
47065;16.0;2016
47066;1.0;2013
47067;39.0;2012
47068;39.0;2016
47069;39.0;2012
47069;39.0;2013
47070;39.0;2012
47071;39.0;2012
47073;39.0;2012
47073;39.0;2012
47075;39.0;2012
47075;39.0;2012
47076;39.0;2012
47076;39.0;2012
47079;39.0;2012
47079;39.0;2012
47081;39.0;2012
47081;1.0;2016
47082;39.0;2012
47083;39.0;2012
47083;39.0;2012
47084;39.0;2012
47086;39.0;2012
47086;39.0;2012
47088;39.0;2012
47089;39.0;2012
47089;1.0;2014
47090;39.0;2013
47091;39.0;2012
47091;1.0;2013
47092;39.0;2012
47092;39.0;2012
47095;39.0;2012
47096;39.0;2013
47097;39.0;2013
47098;39.0;2012
47098;39.0;2012
47098;39.0;2013
47100;39.0;2012
47100;16.0;2016
47101;39.0;2012
47102;39.0;2012
47103;39.0;2013
47105;39.0;2012
47105;39.0;2012
47106;39.0;2012
47106;39.0;2012
47106;39.0;2013
47106;16.0;2014
47109;39.0;2012
47109;39.0;2012
47111;39.0;2012
47111;39.0;2012
47112;1.0;2014
47113;39.0;2012
47113;39.0;2012
47113;39.0;2012
47117;39.0;2012
47117;39.0;2012
47117;16.0;2015
47119;39.0;2012
47120;39.0;2013
47122;39.0;2012
47124;39.0;2012
47124;39.0;2012
47125;39.0;2012
47129;39.0;2012
47129;39.0;2012
47134;39.0;2013
47135;39.0;2012
47136;39.0;2012
47136;39.0;2012
47137;39.0;2012
47137;39.0;2012
47137;39.0;2013
47138;39.0;2012
47139;39.0;2012
47139;39.0;2012
47142;39.0;2012
47143;39.0;2012
47143;39.0;2012
47143;39.0;2013
47143;1.0;2014
47144;1.0;2014
47145;39.0;2012
47145;39.0;2012
47145;39.0;2013
47145;1.0;2014
47145;1.0;2014
47145;39.0;2016
47146;39.0;2012
47146;39.0;2013
47147;39.0;2012
47148;39.0;2012
47152;39.0;2012
47152;39.0;2012
47154;39.0;2012
