,CODGEO,MED13
1065,02662,18806.9565217391
1066,02663,20194.8
1067,02664,21486.5217391304
1068,02665,20732.0
1069,02666,14935.0
1070,02667,20666.7741935484
1071,02668,16125.3333333333
1072,02669,22418.5
1073,02670,18474.4444444444
1074,02671,16930.0
1075,02672,20164.3333333333
1076,02673,19475.1515151515
1077,02674,
1078,02675,20068.8
1079,02676,18490.9523809524
1080,02677,17853.0
1081,02678,
1082,02679,19222.8571428571
1083,02680,18815.5833333333
1084,02681,16675.3846153846
1085,02682,20689.2777777778
1086,02683,14271.3333333333
1087,02684,15933.0
1088,02685,19592.2222222222
1089,02686,19771.5833333333
1090,02687,22372.380952381
1091,02688,
1092,02689,
1093,02690,
1094,02691,16301.0
1095,02693,20231.1666666667
1096,02694,19771.0
1097,02695,
1098,02696,
1099,02697,21205.8095238095
1100,02698,
1101,02699,19726.0
1102,02701,20762.6666666667
1103,02702,21412.6666666667
1104,02703,18682.1739130435
1105,02704,18337.3333333333
1106,02705,19299.8260869565
1107,02706,21087.3333333333
1108,02707,17998.0
1109,02708,22228.5
1110,02709,17663.4615384615
1111,02710,20372.4
1112,02711,20487.3913043478
1113,02712,20256.6666666667
1114,02713,18697.8260869565
1115,02714,18990.0
1116,02715,
1117,02716,21490.4761904762
1118,02717,18306.9565217391
1119,02718,20952.9166666667
1120,02719,19202.0
1121,02720,16856.6666666667
1122,02721,20842.6666666667
1123,02722,16438.0
1124,02723,
1125,02724,
1126,02725,17862.6666666667
1127,02726,20299.3333333333
1128,02727,16829.4444444444
1129,02728,19156.0
1130,02729,
1131,02730,16954.0
1132,02731,19202.6923076923
1133,02732,
1134,02733,21127.9411764706
1135,02734,18967.7142857143
1136,02735,
1137,02736,18755.5
1138,02737,17404.7619047619
1139,02738,16372.7777777778
1140,02739,23277.8333333333
1141,02740,18740.5555555556
1142,02741,17077.2666666667
1143,02742,17756.0
1144,02743,18742.9166666667
1145,02744,
1146,02745,18174.6666666667
1147,02746,18762.0
1148,02747,
1149,02748,21276.6666666667
1150,02749,21275.0
1151,02750,17760.6451612903
1152,02751,19842.5
1153,02752,18195.0
1154,02753,15704.0
1155,02754,20519.5
1156,02755,18782.5
1157,02756,20869.3333333333
1158,02757,16583.3333333333
1159,02758,17725.0
1160,02759,15638.6666666667
1161,02760,17593.4782608696
1162,02761,20275.0
1163,02762,17976.3636363636
1164,02763,19062.4
1165,02764,
1166,02765,22972.6086956522
1167,02766,18754.5
1168,02767,22930.5
1169,02768,18592.6666666667
1170,02769,17703.9130434783
1171,02770,22454.6666666667
1172,02771,
1173,02772,20297.0967741935
1174,02773,
1175,02774,21279.0
1176,02775,20330.0
1177,02776,16932.6851851852
1178,02777,22762.1428571429
1179,02778,18817.0
1180,02779,18147.5
1181,02780,18635.5
1182,02781,21951.6666666667
1183,02782,17557.4642857143
1184,02783,16306.0
1185,02784,17729.5
1186,02785,20280.7692307692
1187,02786,17403.1111111111
1188,02787,20196.0
1189,02788,17876.0
1190,02789,16490.9523809524
1191,02790,20047.0
1192,02791,24281.0
1193,02792,20629.4444444444
1194,02793,19573.0
1195,02794,22619.6
1196,02795,18986.1904761905
1197,02796,
1198,02797,18128.0
1199,02798,19229.5
1200,02799,16692.0
1201,02800,21118.8888888889
1202,02801,18615.0
1203,02802,18319.4444444444
1204,02803,20488.0952380952
1205,02804,20974.0
1206,02805,17871.5
1207,02806,18377.1428571429
1208,02807,22292.8
1209,02808,15666.1111111111
1210,02809,
1211,02810,18126.9230769231
1212,02811,20860.0
1213,02812,21244.5
1214,02813,17313.3333333333
1215,02814,18819.0
1216,02815,20779.3333333333
1217,02816,19932.0
1218,02817,
1219,02818,22008.0
1220,02819,15582.2222222222
1221,02820,20836.6666666667
1222,02821,20450.0
1223,02822,20520.4761904762
1224,02823,
1225,02824,23696.6666666667
1226,02826,17759.0
